Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Type,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Type,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Type,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade
Miss Giovani Fisher,mgi5972@lionstate.edu,21,66058,4326844400,M,Muscotah,Kansas,kz3zir6z,259 Cleveland Road ,CMPSC,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,97.0,EE340,Design in Communications,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,,,,EE212,Introduction to Signal Conditioning ,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,87.0
Muriel Orn Jr.,mor3944@lionstate.edu,19,33001,1095023253,F,Long Key,Florida,ginqor0y,91 S. Gartner Street ,MATH,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,77.0,1.0,Closed book exam for 100 marks,85.0,EE311,Devices and Circuits I,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,64.0,CMPSC311,Introduction to Systems Programming,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,60.0,1.0,Closed book exam for 100 marks,74.0
Pinkie Wilkinson,pwi6256@lionstate.edu,21,32708,4366217650,F,Winter Springs,Florida,to134xcj,119 Harvey Street ,STAT,CMPSC465,Data structures and algorithms,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,77.0,1.0,Closed book exam for 100 marks,90.0,CMPEN454,Fundamentals of Computer Vision,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,,,,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,68.0
Lenny Mante,lma5523@lionstate.edu,22,6883,6117235201,F,Weston,Connecticut,lmddz47s,7 Arch Court ,ECON,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,99.0,1.0,Closed book exam for 100 marks,71.0,ECON201,Intermediate Microeconomic Analysis,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,92.0,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,82.0,1.0,Closed book exam for 100 marks,99.0
Mr. Jaylin Kautzer,mja9477@lionstate.edu,21,30104,5394925840,M,Aragon,Georgia,zlergoka,91 S. Gartner Street ,IST,IST558,Data Mining 2,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,,,,PHYS211,Thermal Physics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,71.0,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,62.0
Pearlie Connelly,pco3542@lionstate.edu,22,61919,1048213834,M,Camargo,Illinois,g6gquwns,358 Marvon Ave. ,PHYS,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,97.0,CMPEN270,Embedded Systems Design,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,1.0,Closed book exam for 100 marks,97.0,CMPEN431,Introduction to Computer Architecture,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,84.0
Michaela Frami,mfr1531@lionstate.edu,18,83283,4491122827,F,Thatcher,Idaho,byrmhkrc,8687 N. Sleepy Hollow Court ,IST,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,73.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,1.0,Closed book exam for 100 marks,78.0,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,1.0,Closed book exam for 100 marks,78.0
Johnny Breitenberg I,jbr5742@lionstate.edu,18,47841,1433886781,F,Clay City,Indiana,79r2lk38,88 Harrison Street ,CMPSC,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,94.0,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,89.0,1.0,Closed book exam for 100 marks,99.0,CMPSC497,Introduction to Data Mining,Regular 3 credit course offered only on campus,Cap,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,,,
Ms. Adah Bode,mad6762@lionstate.edu,18,83622,7417043584,M,Garden Valley,Idaho,v8a0upa6,7313 Stillwater Lane ,CSE,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,63.0,ECON201,Intermediate Microeconomic Analysis,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,1.0,Closed book exam for 100 marks,87.0,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,98.0
Lysanne Frami,lfr5699@lionstate.edu,19,31567,7527897424,M,West Green,Georgia,r5ewbudh,798 North Euclid Drive ,PHYS,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,91.0,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,1.0,Closed book exam for 100 marks,75.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,77.0,1.0,Closed book exam for 100 marks,61.0
Jonathon Huel,jhu6059@lionstate.edu,22,30720,4525186794,M,Dalton,Georgia,8d3tdd6n,9659 Rosewood Drive ,EE,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,1.0,Closed book exam for 100 marks,77.0,CSE583,Pattern Recognition,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,66.0,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,72.0
Reva Bayer,rba4716@lionstate.edu,18,80453,8047713342,F,Idledale,Colorado,6j8qtf9g,655 East Branch Dr. ,CSE,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,89.0,EE212,Introduction to Signal Conditioning ,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,82.0,1.0,Closed book exam for 100 marks,88.0,CMPEN270,Embedded Systems Design,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,98.0,1.0,Closed book exam for 100 marks,65.0
Ms. Raina Schmidt,mra1173@lionstate.edu,22,93455,5425348934,F,Santa Maria,California,9tc1sf4b,655 East Branch Dr. ,CSE,CMPSC465,Data structures and algorithms,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,75.0,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,93.0,CHEM110,Environmental Chemistry,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,1.0,Closed book exam for 100 marks,88.0
Marco Larson,mla7040@lionstate.edu,20,93207,8573071401,M,California Hot Sprin,,kv6p91kt,608 North Addison St. ,PHYS,CMPSC431W,DBMS,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,1.0,Closed book exam for 100 marks,74.0,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,91.0,1.0,Closed book exam for 100 marks,91.0,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,76.0
Mr. Kelton Kertzmann,mke5035@lionstate.edu,21,62035,6608652249,F,Godfrey,Illinois,bisj7cvm,9659 Rosewood Drive ,PHYS,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,88.0,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,93.0,EE211,Circuit Theory,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,83.0
Nicolas Cummerata,ncu7389@lionstate.edu,19,80457,4222302111,F,Kittredge,Colorado,b09izvbz,6 Andover Dr. ,STAT,CMPSC131,Programming and Computation,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,85.0,EE320,Network Security and Cryptography,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,60.0,PHYS211,Thermal Physics,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,70.0
Mrs. Joannie Dibbert,mjo9620@lionstate.edu,21,60503,4373709280,F,Aurora,Illinois,n4v8hqyq,7450 West Manchester Street ,IST,PHYS212,Solid State Physics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,95.0,CMPEN441,Operating Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,79.0,1.0,Closed book exam for 100 marks,96.0,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,99.0
Mallie Eichmann,mei1629@lionstate.edu,20,81248,6227287672,M,Sargents,Colorado,qmpyhkgz,4 Old Academy Drive ,STAT,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,1.0,Closed book exam for 100 marks,94.0,EE311,Devices and Circuits I,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,94.0,CMPEN454,Fundamentals of Computer Vision,Regular 3 credit course offered only on campus,Cap,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,,,
Mr. Keyshawn Cassin,mke4315@lionstate.edu,18,80720,9872124559,M,Akron,Colorado,4zfuvuep,141 Gulf Rd. ,PHYS,MATH140,Calculus with Analytic Geometry,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,88.0,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,94.0,EE340,Design in Communications,Regular 3 credit course offered only on campus,Cap,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,93.0,,,
Miss Yolanda Pfannerstill,myo1601@lionstate.edu,22,52588,6057110393,M,Selma,Iowa,ixfwzeh2,182 Spring Street ,CMPEN,CMPSC311,Introduction to Systems Programming,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,1.0,Closed book exam for 100 marks,83.0,CMPSC465,Data structures and algorithms,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,77.0,1.0,Closed book exam for 100 marks,86.0,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,64.0
Jensen McDermott,jmc9625@lionstate.edu,18,61323,1711549778,M,Dover,Illinois,fhsc0rqw,7195 North Canterbury Circle ,EE,ECON201,Intermediate Microeconomic Analysis,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,76.0,1.0,Closed book exam for 100 marks,66.0,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,70.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,63.0
Ursula Fadel,ufa3951@lionstate.edu,22,83316,5641077462,F,Buhl,Idaho,yohr8drf,185 E. Trenton Street ,MATH,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,82.0,1.0,Closed book exam for 100 marks,85.0,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,1.0,Closed book exam for 100 marks,63.0,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,91.0,1.0,Closed book exam for 100 marks,85.0
Madeline Renner,mre4255@lionstate.edu,20,62065,5917708018,M,Michael,Illinois,dud61mbj,860 Wakehurst Dr. ,DS,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,82.0,EE311,Devices and Circuits I,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,99.0,MATH231,Vector Calculus,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,64.0,1.0,Closed book exam for 100 marks,63.0
Mac Bailey,mba6793@lionstate.edu,18,80721,3595611595,F,Amherst,Colorado,yqz5bgrm,232 W. Homewood Ave. ,CHEM,IST128,Introduction to Python,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,73.0,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,1.0,Closed book exam for 100 marks,83.0,EE340,Design in Communications,Regular 3 credit course offered only on campus,Cap,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,,,
Jakob Kuvalis,jku3642@lionstate.edu,18,62053,1466758804,F,Kampsville,Illinois,dngxq5hi,266 Second Street ,IST,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,91.0,CMPEN441,Operating Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,1.0,Closed book exam for 100 marks,82.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,69.0
Yadira Schinner,ysc5785@lionstate.edu,18,52052,7561633471,M,Guttenberg,Iowa,n5bplqw8,88 Harrison Street ,CSE,CMPEN431,Introduction to Computer Architecture,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,82.0,EE212,Introduction to Signal Conditioning ,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,79.0,IST558,Data Mining 2,Regular 3 credit course offered only on campus,Cap,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,,,
